attr:Activity_ID,id,name[1],description[1],attr:Multiple_Choice_Type_(if_applicable),datatype,attr:Input_Options,attr:Calculation,attr:Quantity_Sub-Type,attr:Validation_Condition,attr:Editable,attr:Required,attr:Skip_Logic,attr:Linkages_to_Aggregate_Indicators,attr:Notes,map_to_concept_url[0],attr:ICD-11_URI,attr:ICD-11_Comments_Considerations,map_type[0],map_to_concept_url[1],attr:ICD-10_Comments_Considerations,map_type[1],map_to_concept_url[2],attr:ICD-9_Comments_Considerations,map_type[2],map_to_concept_url[3],attr:LOINC_version_2.68_Comments_Considerations,map_type[3],map_to_concept_url[4],attr:ICHI_URI,attr:ICHI_Comments_Considerations,map_type[4],map_to_concept_url[5],attr:ICF_Comments_Considerations,map_type[5],map_to_concept_url[6],attr:SNOMED_GPS_Code_Comments_Considerations,map_type[6],map_to_concept_url[7],attr:Snomed_CT_International_Version_Comments_Considerations,map_type[7],attr:HL7_FHIR_R4_Resource,attr:HL7_FHIR_R4_Values,map_to_concept_url[8],map_type[8],attr:ICD-11_Description,map_to_concept_url[9],attr:WHO_ATC_Name,attr:Activity_Group,map_type[9],resource_type,source,owner_id,owner_type,retired,name_type[1],map_from_concept_url[10],map_type[10],map_to_concept_url[10],concept_class,attr:ValueSet_URL
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE13,Patient is immunocompromised,The client is known to be immunocompromised or immunosuppressed. This means the client has a weakened immune system having a reduced ability to fight infections and other diseases.,,Boolean,Yes/No,,,,Yes,O,,,,,,,,,,,,,,/orgs/Regenstrief/sources/LOINC/concepts/96381-9,Immune status,Related to,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/370388006,Patient immunocompromised (finding),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/370388006,Patient immunocompromised (finding),Equivalent,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE14,Patient is currently receiving ART,The client is currently receiving Antiretroviral Therapy (ART),,Boolean,Yes/No,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE15,TST Test Result,Represents whether or not the Tuberculin Skin Test (TST) is considered positive or negative for the client. The TST test is a standard method to determine whether a person is infected with Mycobacterium Tuberculosis (MTB),Select one,Coding,,,,Must be an TST Test Result code,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,https://app.staging.openconceptlab.org/#/orgs/WHO-Smart-Guidelines/collections/IMMZ.E0.DE15-values
IMMZ.E0. Prevaccination Data,8,TST-Positive,The client's TST test result is positive for TB infection,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/MA14.10,http://id.who.int/icd/entity/741356478,Abnormal reaction to tuberculin test,Source is narrower than target,/orgs/WHO/sources/ICD-10-WHO/concepts/R76.1,,Source is narrower than target,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/10828004,Positive (qualifier value),Source is narrower than target,/orgs/IHTSDO/sources/SNOMED-CT/concepts/10828004,Positive (qualifier value),Source is narrower than target,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.E0.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/8/,Input Option,
IMMZ.E0. Prevaccination Data,9,TST-Negative,The client's TST test result is negative for TB infection,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/260385009,Negative (qualifier value),Source is narrower than target,/orgs/IHTSDO/sources/SNOMED-CT/concepts/260385009,Negative (qualifier value),Source is narrower than target,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.E0.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/9/,Input Option,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE16,IGRA Test Result,Represents whether or not the Interferon-Gamma Release Assays (IGRAs) test result is considered positive or negative for the client. The IGRA test is a standard whole-blood test that can aid in diagnosing a person who is infected with Mycobacterium Tuberculosis (MTB),Select one,Coding,,,,Must be an IGRA Test Result code,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/35140007,Interferon gamma assay (procedure),Equivalent,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,https://app.staging.openconceptlab.org/#/orgs/WHO-Smart-Guidelines/collections/IMMZ.E0.DE16-values
IMMZ.E0. Prevaccination Data,10,IGRA-Positive,The client's IGRA test result is positive for TB infection,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/10828004,Positive (qualifier value),Source is narrower than target,/orgs/IHTSDO/sources/SNOMED-CT/concepts/440662009,Interferon gamma assay positive (finding),Equivalent,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.E0.DE16/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/10/,Input Option,
IMMZ.E0. Prevaccination Data,11,IGRA-Negative,The client's IGRA test result is negative for TB infection,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/260385009,Negative (qualifier value),Source is narrower than target,/orgs/IHTSDO/sources/SNOMED-CT/concepts/440661002,Interferon gamma assay negative (finding),Equivalent,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.E0.DE16/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/11/,Input Option,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE17,CD4 percentage,Represents the client's CD4 percentage level. The CD4 percentage (CD%) is the percentage of white blood cells (lymphocytes) that are CD4 cells,,Quantity,,,Decimal Quantity,Must be positive decimal value greater than or equal to zero (>=0.00),Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE18,Maternal HIV status,The HIV status of the client's biological mother when the client was born.,Select one,Coding,,,,Must be an Maternal HIV status,Yes,O,,,,,,,,,,,,,,/orgs/Regenstrief/sources/LOINC/concepts/75179-2,Mother's HIV status during pregnancy [CDC.CS],Equivalent,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,https://app.staging.openconceptlab.org/#/orgs/WHO-Smart-Guidelines/collections/IMMZ.E0.DE18-values
IMMZ.E0. Prevaccination Data,12,Positive,The client's biological mother was known to be HIV positive when the client was born.,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/1C62.Z,http://id.who.int/icd/entity/1000704511,"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified; Asymptomatic human immunodeficiency virus [HIV] infection status",Related to,/orgs/WHO/sources/ICD-10-WHO/concepts/Z21,,Related to,,,,/orgs/Regenstrief/sources/LOINC/concepts/45683-0,HIV infection [Minimum Data Set],Related to,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/165816005,Human immunodeficiency virus positive (finding),Related to,/orgs/IHTSDO/sources/SNOMED-CT/concepts/165816005,Human immunodeficiency virus positive (finding),Related to,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.E0.DE18/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/12/,Input Option,
IMMZ.E0. Prevaccination Data,13,Negative,The client's biological mother was known to be HIV negative when the client was born.,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QA02.Y,http://id.who.int/icd/entity/461464819,"Medical observation or evaluation for other suspected diseases or conditions, ruled out; Observation for other suspected diseases and conditions",Related to,/orgs/WHO/sources/ICD-10-WHO/concepts/Z03.8,,Related to,,,,/orgs/Regenstrief/sources/LOINC/concepts/45683-0,HIV infection [Minimum Data Set],Related to,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/260385009,Negative (qualifier value),Source is narrower than target,/orgs/IHTSDO/sources/SNOMED-CT/concepts/165815009,Human immunodeficiency virus negative (finding),Related to,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.E0.DE18/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/13/,Input Option,
IMMZ.E0. Prevaccination Data,14,Unknown,The client's biological mother's HIV status was unknown when the client was born.,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,/orgs/Regenstrief/sources/LOINC/concepts/45683-0,HIV infection [Minimum Data Set],Equivalent,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/261665006,Unknown (qualifier value),Source is narrower than target,/orgs/IHTSDO/sources/SNOMED-CT/concepts/261665006,Unknown (qualifier value),Source is narrower than target,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.E0.DE18/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/14/,Input Option,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE19,Patient birth weight in grams,Represents the client's birth weight value measures in grams.,,Quantity,,,Decimal Quantity,Must be positive decimal value greater than or equal to zero (>=0.00),Yes,O,,,,,,,,,,,,,,/orgs/Regenstrief/sources/LOINC/concepts/8339-4,Birth weight Measured,Equivalent,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/47340003,Birth weight finding (finding),Equivalent,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE20,Date and time when last Polio (bOPV) dose was administered,The date and time when the last dose of the Polio (bOPV) vaccine product was administered to the client.,,DateTime,,,,Must be a date and time value,Yes,R,,,Compatible with HL7 FHIR dateTime https://www.hl7.org/fhir/datatypes.html#dateTime (e.g. YYYY-MM-DDThh:mm:ss+zz:zz),,,,,,,,,,,/orgs/Regenstrief/sources/LOINC/concepts/30952-6,Date and time of vaccination,Related to,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/7241000122103,Date of vaccination (observable entity),Related to,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE21,Date and time when last Polio (IPV) dose was administered,The date and time when the last dose of the Polio (IPV) vaccine product was administered to the client.,,DateTime,,,,Must be a date and time value,Yes,R,,,Compatible with HL7 FHIR dateTime https://www.hl7.org/fhir/datatypes.html#dateTime (e.g. YYYY-MM-DDThh:mm:ss+zz:zz),,,,,,,,,,,/orgs/Regenstrief/sources/LOINC/concepts/30952-6,Date and time of vaccination,Related to,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/7241000122103,Date of vaccination (observable entity),Related to,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE22,Number of weeks since last Polio (bOPV) dose,The number of weeks since the last dose of the Polio (bOPV) vaccine product was administered to the client.,,Quantity,,('Visit Date' - 'Date and time when last Polio (bOPV) dose was administered') / 7,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE23,Number of months since last Polio (IPV) dose,The number of months since the last dose of the Polio (IPV) vaccine product was administered to the client.,,Quantity,,('Visit Date' - 'Date and time when last Polio (IPV) dose was administered') / 365.25,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE24,Age in weeks when patient received first Polio (IPV) dose,The client's age in weeks when they received their first Polio (IPV) dose.,,Quantity,,,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE25,Type of last Polio dose,The type of the last Polio vaccine dose administered to the client,Select one,Coding,,,,Must be an Polio vaccine product type,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,https://app.staging.openconceptlab.org/#/orgs/WHO-Smart-Guidelines/collections/IMMZ.E0.DE25-values
IMMZ.E0. Prevaccination Data,15,IPV,Represents the Inactivated Poliovirus Vaccine (IPV),Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/XM5V19,http://id.who.int/icd/entity/1538819279,"Poliomyelitis, trivalent, inactivated, whole virus",Equivalent,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/871740006,Vaccine product containing only inactivated whole Human poliovirus antigen (medicinal product),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/871740006,Vaccine product containing only inactivated whole Human poliovirus antigen (medicinal product),Equivalent,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.E0.DE25/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/15/,Input Option,
IMMZ.E0. Prevaccination Data,16,bOPV,Represents the bivalent Oral Poliovirus Vaccine (bOPV),Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/XM79H3,http://id.who.int/icd/entity/1851996153,"Poliomyelitis oral, bivalent, live attenuated",Equivalent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.E0.DE25/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/16/,Input Option,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE26,Age in years when patient received first DTP dose,"The client's age in years when they received their first Diphtheria, Tetanus, and Pertussis (DTP) dose",,Quantity,,,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE27,Age in months when patient received first Hib dose,The client's age in months when they received their first Haemophilus influenzae (Hib) dose,,Quantity,,,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE28,Patient has sickle-cell disease,The client is known to have a sickle-cell disease,,Boolean,Yes/No,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/3A51,http://id.who.int/icd/entity/975559344,Sickle cell disorders or other haemoglobinopathies; Other sickle-cell disorders,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/D57.8,,Source is narrower than target,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/417357006,Sickling disorder due to hemoglobin S (disorder),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/417357006,Sickling disorder due to hemoglobin S (disorder),Equivalent,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE29,Age in months when patient received third Pneumococcal dose,The client's age in months when they received their third Pneumococcal dose,,Quantity,,,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE30,Patient has no history of intussusception,The client is known to have no history of intussusception,,Boolean,Yes/No,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE31,All previous Rotavirus doses given with a 3 dose series product,Indicates whether or not all of the client's previous Rotavirus doses were administered using a 3-dose series vaccine product,,Boolean,Yes/No,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE32,All previous Rotavirus doses were not the same product,Indicates whether or not all of the client's previous Rotavirus doses were administered using different vaccine products,,Boolean,Yes/No,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE33,Any of the previous Rotavirus doses was administered with an unknown product,Indicates whether or not any of the client's previous Rotavirus doses were administered using an unknown vaccine product,,Boolean,Yes/No,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE34,Immune reconstitution was achieved,The client is known to have achieved immune reconstitution,,Boolean,Yes/No,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Pre-vaccination Data,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
