Activity ID,Data Element ID,Data Element Label,Description and Definition,Multiple Choice Type (if applicable),Data Type,Input Options,Calculation,Quantity Sub-Type,Validation Condition,Editable,Required,Skip Logic,Linkages to Aggregate Indicators,Notes,ICD-11 Code,ICD-11 URI,ICD-11 Comments / Considerations,ICD-11 Relationship,ICD-10 Code,ICD-10 Comments / Considerations,ICD-10 Relationship,ICD-9 Code,ICD-9 Comments / Considerations,ICD-9 Relationship,LOINC version 2.68 Code,LOINC version 2.68 Comments / Considerations,LOINC version 2.68 Relationship,ICHI (Beta 3) Code,ICHI URI,ICHI Comments / Considerations,ICHI Relationship,ICF Code,ICF Comments / Considerations,ICF Relationship,SNOMED GPS Code,SNOMED GPS Code Comments Considerations,SNOMED GPS Relationship,SNOMED CT International Version Code,SNOMED CT International Version Comments / Considerations,SNOMED CT Relationship,HL7 FHIR R4 - Resource,HL7 FHIR R4 - Values,HL7 FHIR R4 Code,HL7 FHIR R4 Relationship,ICD-11 Description,WHO ATC Code,WHO ATC Name,Origin Tab
IMMZ.E0. Prevaccination Data,,Positive,The client's biological mother was known to be HIV positive when the client was born.,Input Option,Codes,Positive,,,,Yes,O,,,,1C62.Z,http://id.who.int/icd/entity/1000704511,"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified; Asymptomatic human immunodeficiency virus [HIV] infection status",Related to,Z21,,Related to,Not classifiable in ICD-9,,,45683-0,HIV infection [Minimum Data Set],Related to,Not classifiable in ICHI,,,,Not classifiable in ICF,,,165816005,Human immunodeficiency virus positive (finding),Related to,165816005,Human immunodeficiency virus positive (finding),Related to,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,,Negative,The client's biological mother was known to be HIV negative when the client was born.,Input Option,Codes,Negative,,,,Yes,O,,,,QA02.Y,http://id.who.int/icd/entity/461464819,"Medical observation or evaluation for other suspected diseases or conditions, ruled out; Observation for other suspected diseases and conditions",Related to,Z03.8,,Related to,Not classifiable in ICD-9,,,45683-0,HIV infection [Minimum Data Set],Related to,Not classifiable in ICHI,,,,Not classifiable in ICF,,,260385009,Negative (qualifier value),Source is narrower than target,165815009,Human immunodeficiency virus negative (finding),Related to,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,,Unknown,The client's biological mother's HIV status was unknown when the client was born.,Input Option,Codes,Unknown,,,,Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,45683-0,HIV infection [Minimum Data Set],Equivalent,Not classifiable in ICHI,,,,Not classifiable in ICF,,,261665006,Unknown (qualifier value),Source is narrower than target,261665006,Unknown (qualifier value),Source is narrower than target,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE19,Patient birth weight in grams,Represents the client's birth weight value measures in grams.,,Quantity,,,Decimal Quantity,Must be positive decimal value greater than or equal to zero (>=0.00),Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,8339-4,Birth weight Measured,Equivalent,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,47340003,Birth weight finding (finding),Equivalent,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE20,Date and time when last Polio (bOPV) dose was administered,The date and time when the last dose of the Polio (bOPV) vaccine product was administered to the client.,,DateTime,,,,Must be a date and time value,Yes,R,,,Compatible with HL7 FHIR dateTime https://www.hl7.org/fhir/datatypes.html#dateTime (e.g. YYYY-MM-DDThh:mm:ss+zz:zz),Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,30952-6,Date and time of vaccination,Related to,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,7241000122103,Date of vaccination (observable entity),Related to,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE21,Date and time when last Polio (IPV) dose was administered,The date and time when the last dose of the Polio (IPV) vaccine product was administered to the client.,,DateTime,,,,Must be a date and time value,Yes,R,,,Compatible with HL7 FHIR dateTime https://www.hl7.org/fhir/datatypes.html#dateTime (e.g. YYYY-MM-DDThh:mm:ss+zz:zz),Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,30952-6,Date and time of vaccination,Related to,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,7241000122103,Date of vaccination (observable entity),Related to,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE22,Number of weeks since last Polio (bOPV) dose,The number of weeks since the last dose of the Polio (bOPV) vaccine product was administered to the client.,,Quantity,,('Visit Date' - 'Date and time when last Polio (bOPV) dose was administered') / 7,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,R,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE23,Number of months since last Polio (IPV) dose,The number of months since the last dose of the Polio (IPV) vaccine product was administered to the client.,,Quantity,,('Visit Date' - 'Date and time when last Polio (IPV) dose was administered') / 365.25,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,R,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE24,Age in weeks when patient received first Polio (IPV) dose,The client's age in weeks when they received their first Polio (IPV) dose.,,Quantity,,,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE25,Type of last Polio dose,The type of the last Polio vaccine dose administered to the client,Select one,Coding,,,,Must be an Polio vaccine product type,Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,,IPV,Represents the Inactivated Poliovirus Vaccine (IPV),Input Option,Codes,IPV,,,,Yes,O,,,,XM5V19,http://id.who.int/icd/entity/1538819279,"Poliomyelitis, trivalent, inactivated, whole virus",Equivalent,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,871740006,Vaccine product containing only inactivated whole Human poliovirus antigen (medicinal product),Equivalent,871740006,Vaccine product containing only inactivated whole Human poliovirus antigen (medicinal product),Equivalent,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,,bOPV,Represents the bivalent Oral Poliovirus Vaccine (bOPV),Input Option,Codes,bOPV,,,,Yes,O,,,,XM79H3,http://id.who.int/icd/entity/1851996153,"Poliomyelitis oral, bivalent, live attenuated",Equivalent,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE26,Age in years when patient received first DTP dose,"The client's age in years when they received their first Diphtheria, Tetanus, and Pertussis (DTP) dose",,Quantity,,,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE27,Age in months when patient received first Hib dose,The client's age in months when they received their first Haemophilus influenzae (Hib) dose,,Quantity,,,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE28,Patient has sickle-cell disease,The client is known to have a sickle-cell disease,,Boolean,Yes/No,,,,Yes,O,,,,3A51,http://id.who.int/icd/entity/975559344,Sickle cell disorders or other haemoglobinopathies; Other sickle-cell disorders,Equivalent,D57.8,,Source is narrower than target,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,417357006,Sickling disorder due to hemoglobin S (disorder),Equivalent,417357006,Sickling disorder due to hemoglobin S (disorder),Equivalent,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE29,Age in months when patient received third Pneumococcal dose,The client's age in months when they received their third Pneumococcal dose,,Quantity,,,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE30,Patient has no history of intussusception,The client is known to have no history of intussusception,,Boolean,Yes/No,,,,Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE31,All previous Rotavirus doses given with a 3 dose series product,Indicates whether or not all of the client's previous Rotavirus doses were administered using a 3-dose series vaccine product,,Boolean,Yes/No,,,,Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE32,All previous Rotavirus doses were not the same product,Indicates whether or not all of the client's previous Rotavirus doses were administered using different vaccine products,,Boolean,Yes/No,,,,Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE33,Any of the previous Rotavirus doses was administered with an unknown product,Indicates whether or not any of the client's previous Rotavirus doses were administered using an unknown vaccine product,,Boolean,Yes/No,,,,Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE34,Immune reconstitution was achieved,The client is known to have achieved immune reconstitution,,Boolean,Yes/No,,,,Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE35,CD4+ T Lymphocyte monitoring is available,The facility/site has the option to monitor/determine the client's CD4+ T Lymphocytes,,Boolean,Yes/No,,,,Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE36,Number of months since HAART was initiated,The number of months since the client has started their Highly Active Antiretroviral Therapy (HAART),,Quantity,,,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,R,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE37,Date started HAART,The Date when the client has started their Highly Active Antiretroviral Therapy (HAART) session(s),,Date,,,,Must be a date value,Yes,R,,,Compatible with HL7 FHIR date https://www.hl7.org/fhir/datatypes.html#date (e.g. YYYY-MM-DD),Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE38,Number of months between first and second HPV doses,The number of months elapsed between the first and second doses of the HPV product administered to the client,,Quantity,,,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE39,Number of months since initial HPV dose,The number of months elapsed since the first dose of the HPV product was administered to the client,,Quantity,,,Integer Quantity,Must be positive integer value greater than or equal to zero (>=0),Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,IMMZ.E0.DE40,Type of last JE dose,The type of the last Japanese Encephalitis (JE) vaccine dose administered to the client,Select one,Coding,,,,Must be an Japanese Encephalitis (JE) vaccine product type,Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,,Inactivated Vero cell-derived,Represents the inactivated very cell-derived Japanese Encephalitis vaccine type,Input Option,Codes,Inactivated Vero cell-derived,,,,Yes,O,,,,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,871725009,Vaccine product containing only inactivated whole Japanese encephalitis virus antigen (medicinal product),Equivalent,,,,,,,,IMMZ.G Pre-vaccination Data
IMMZ.E0. Prevaccination Data,,Live attenuated,Represents the live attenuated Japanese Encephalitis vaccine type,Input Option,Codes,Live attenuated,,,,Yes,O,,,,XM47S0,http://id.who.int/icd/entity/548455280,"Encephalitis, Japanese, live attenuated",Equivalent,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Pre-vaccination Data
